child,parent,source
us-gaap:DeferredTaxLiabilitiesDeferredExpense,us-gaap:Liabilities,auto
us-gaap:FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilitySettlements,us-gaap:Liabilities,auto
us-gaap:PreferredStockConvertibleConversionPrice,us-gaap:StockholdersEquity,auto
us-gaap:FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetPeriodIncreaseDecrease,us-gaap:Assets,auto
us-gaap:FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetTransfersIntoLevel3,us-gaap:Assets,auto
us-gaap:FairValueRecurringBasisUnobservableInputReconciliationAssetLiabilityGainLossOci,us-gaap:Assets,auto
us-gaap:IndefinitelivedIntangibleAssetsAcquired,us-gaap:Assets,auto
us-gaap:AssetsHeldForSaleLongLived,us-gaap:Assets,auto
us-gaap:BusinessCombinationContingentConsiderationLiabilityCurrent,us-gaap:Liabilities,auto
us-gaap:DeferredIncomeTaxesAndOtherAssetsCurrent,us-gaap:Assets,auto
us-gaap:DisposalGroupIncludingDiscontinuedOperationIntangibleAssetsNet,us-gaap:Assets,auto
us-gaap:DisposalGroupIncludingDiscontinuedOperationOtherCurrentAssets,us-gaap:Assets,auto
us-gaap:FiniteLivedIntangibleAssetsFairValueDisclosure,us-gaap:Assets,auto
us-gaap:LongLivedAssetsToBeAbandonedCarryingValueOfAsset,us-gaap:Assets,auto
us-gaap:ProductLiabilityContingencyLossExposureInExcessOfAccrualLowEstimate,us-gaap:Liabilities,auto
us-gaap:SegmentReportingInformationExpendituresForAdditionsToLongLivedAssets,us-gaap:Assets,auto
us-gaap:TaxCutsAndJobsActOf2017IncompleteAccountingTransitionTaxForAccumulatedForeignEarningsProvisionalLiability,us-gaap:Liabilities,auto
us-gaap:IncreaseDecreaseInOtherNoncurrentAssets,us-gaap:Assets,auto
us-gaap:DeferredTaxAssetsOtherTaxCarryforwards,us-gaap:Assets,auto
us-gaap:DeferredTaxAssetsUnrealizedLossesOnTradingSecurities,us-gaap:Assets,auto
us-gaap:DeferredTaxLiabilitiesUnrealizedGainsOnTradingSecurities,us-gaap:Liabilities,auto
us-gaap:IndefiniteLivedIntangibleAssetsImpairmentLosses,us-gaap:Assets,auto
us-gaap:PreferredStockDividendsPerShareDeclared,us-gaap:StockholdersEquity,auto
us-gaap:AccountsReceivableNetNoncurrent,us-gaap:CurrentAssets,auto
us-gaap:AssetRetirementObligationPeriodIncreaseDecrease,us-gaap:Assets,auto
us-gaap:AssetsHeldForSaleOtherNoncurrent,us-gaap:Assets,auto
us-gaap:DefinedBenefitPlanTargetAllocationPercentageOfAssetsOtherRangeMaximum,us-gaap:Assets,auto
us-gaap:DefinedBenefitPlanTargetAllocationPercentageOfAssetsOtherRangeMinimum,us-gaap:Assets,auto
us-gaap:DefinedBenefitPlanTargetAllocationPercentageOfAssetsRealEstateRangeMaximum,us-gaap:Assets,auto
us-gaap:DefinedBenefitPlanTargetAllocationPercentageOfAssetsRealEstateRangeMinimum,us-gaap:Assets,auto
us-gaap:DisposalGroupIncludingDiscontinuedOperationLongLivedAssetsNoncurrent,us-gaap:Assets,auto
us-gaap:IncreaseDecreaseInAccruedLiabilities,us-gaap:Liabilities,auto
us-gaap:LiabilitiesAssumed1,us-gaap:Liabilities,auto
us-gaap:ProceedsFromSalesOfAssetsInvestingActivities,us-gaap:Assets,auto
us-gaap:AssetRetirementObligationCashPaidToSettle,us-gaap:Assets,auto
us-gaap:AssetsOfDisposalGroupIncludingDiscontinuedOperationNoncurrent,us-gaap:Assets,auto
us-gaap:BusinessCombinationConsiderationTransferredLiabilitiesIncurred,us-gaap:Liabilities,auto
us-gaap:ContractWithCustomerAssetNetNoncurrent,us-gaap:Assets,auto
us-gaap:ContractWithCustomerLiabilityIncreaseDecreaseForContractAcquiredInBusinessCombination,us-gaap:Liabilities,auto
us-gaap:DeferredTaxAssetInterestCarryforward,us-gaap:Assets,auto
us-gaap:DeferredTaxAssetsLiabilitiesNetCurrent,us-gaap:Assets,auto
us-gaap:DeferredTaxLiabilitiesGrossNoncurrent,us-gaap:Liabilities,auto
us-gaap:FairValueFinancialAssetsMeasuredOnRecurringBasisCashSurrenderValue,us-gaap:Assets,auto
us-gaap:IncomeTaxExpenseBenefitContinuingOperationsDiscontinuedOperationsExtraordinaryItems,us-gaap:IncomeTaxExpenseBenefit,auto
us-gaap:IncomeTaxReconciliationDispositionOfAssets,us-gaap:Assets,auto
us-gaap:BusinessCombinationProvisionalInformationInitialAccountingIncompleteAdjustmentFinancialAssets,us-gaap:Assets,auto
us-gaap:BusinessCombinationProvisionalInformationInitialAccountingIncompleteAdjustmentFinancialLiabilities,us-gaap:Liabilities,auto
us-gaap:FiniteLivedIntangibleAssetsPurchaseAccountingAdjustments,us-gaap:Assets,auto
us-gaap:AccruedLiabilitiesForUnredeeemedGiftCards,us-gaap:Liabilities,auto
us-gaap:AccumulatedOtherComprehensiveIncomeLossOtherThanTemporaryImpairmentNotCreditLossNetOfTaxDebtSecurities,us-gaap:StockholdersEquity,auto
us-gaap:DeferredIncomeTaxesAndOtherLiabilitiesNoncurrent,us-gaap:Liabilities,auto
us-gaap:DiscontinuedOperationTaxExpenseBenefitFromProvisionForGainLossOnDisposal,us-gaap:IncomeTaxExpenseBenefit,auto
us-gaap:InterestExpenseLesseeAssetsUnderCapitalLease,us-gaap:Assets,auto
us-gaap:OtherComprehensiveIncomeMinimumPensionLiabilityNetAdjustmentTax,us-gaap:Liabilities,auto
us-gaap:TaxCutsAndJobsActOf2017ChangeInTaxRateDeferredTaxLiabilityIncomeTaxBenefit,us-gaap:Liabilities,auto
us-gaap:TaxCutsAndJobsActOf2017IncompleteAccountingChangeInTaxRateDeferredTaxLiabilityProvisionalIncomeTaxBenefit,us-gaap:Liabilities,auto
us-gaap:TaxCutsAndJobsActOf2017TransitionTaxForAccumulatedForeignEarningsIncomeTaxExpense,us-gaap:IncomeTaxExpenseBenefit,auto
us-gaap:WorkersCompensationLiabilityCurrentAndNoncurrent,us-gaap:Liabilities,auto
us-gaap:BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedFinancialAssets,us-gaap:Assets,auto
us-gaap:ContractWithCustomerAssetCumulativeCatchUpAdjustmentToRevenueChangeInEstimateOfTransactionPrice,us-gaap:Assets,auto
us-gaap:DeferredCompensationLiabilityClassifiedNoncurrent,us-gaap:Liabilities,auto
us-gaap:DeferredCompensationPlanAssets,us-gaap:Assets,auto
us-gaap:DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsEmployeeCompensation,us-gaap:Assets,auto
us-gaap:DefinedBenefitPlanAssetsForPlanBenefitsCurrentAndNoncurrent,us-gaap:Assets,auto
us-gaap:DefinedBenefitPlanTargetAllocationPercentageOfAssetsOther,us-gaap:Assets,auto
us-gaap:DefinedBenefitPlanTargetAllocationPercentageOfAssetsRealEstate,us-gaap:Assets,auto
us-gaap:DepositsAssetsCurrent,us-gaap:Assets,auto
us-gaap:DerivativeAssetsLiabilitiesAtFairValueNet,us-gaap:Assets,auto
us-gaap:DisposalGroupIncludingDiscontinuedOperationOtherCurrentLiabilities,us-gaap:Liabilities,auto
us-gaap:EquityMethodInvestmentSummarizedFinancialInformationAssets,us-gaap:Assets,auto
us-gaap:EquityMethodInvestmentSummarizedFinancialInformationCurrentAssets,us-gaap:Assets,auto
us-gaap:EquityMethodInvestmentSummarizedFinancialInformationCurrentLiabilities,us-gaap:Liabilities,auto
us-gaap:EquityMethodInvestmentSummarizedFinancialInformationNoncurrentAssets,us-gaap:Assets,auto
us-gaap:EquityMethodInvestmentUnderlyingEquityInNetAssets,us-gaap:Assets,auto
us-gaap:FairValueInvestmentsEntitiesThatCalculateNetAssetValuePerShareUnobservableInputUnrealizedGainsIncludedInEarnings,us-gaap:Assets,auto
us-gaap:IncomeTaxExpenseBenefitIntraperiodTaxAllocation,us-gaap:IncomeTaxExpenseBenefit,auto
us-gaap:PreferredStockLiquidationPreference,us-gaap:StockholdersEquity,auto
us-gaap:TreasuryStockValueRetiredCostMethod,us-gaap:StockholdersEquity,auto
us-gaap:AssetsHeldForSaleNotPartOfDisposalGroupCurrentOther,us-gaap:Assets,auto
us-gaap:BusinessAcquisitionCostOfAcquiredEntityLiabilitiesIncurred,us-gaap:Liabilities,auto
us-gaap:DefinedBenefitPensionPlanCurrentAndNoncurrentLiabilities,us-gaap:Liabilities,auto
us-gaap:DefinedBenefitPlanExpectedAmortizationOfTransitionAssetObligationNextFiscalYear,us-gaap:Assets,auto
us-gaap:DefinedBenefitPlanPlanAssetsTargetAllocationPercentage,us-gaap:Assets,auto
us-gaap:DefinedBenefitPlanTargetPlanAssetAllocations,us-gaap:Assets,auto
us-gaap:FairValueAssetsMeasuredOnRecurringBasisEquityMethodInvestments,us-gaap:Assets,auto
us-gaap:FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityPurchases,us-gaap:Liabilities,auto
us-gaap:FairValueMeasurementWithUnobservableInputsReconciliationsRecurringBasisLiabilityValue,us-gaap:Liabilities,auto
us-gaap:FiniteLivedIntangibleAssetsFutureAmortizationExpense,us-gaap:Assets,auto
us-gaap:NoncashOrPartNoncashAcquisitionNetNonmonetaryAssetsAcquiredLiabilitiesAssumed,us-gaap:Assets,auto
us-gaap:OtherPostretirementDefinedBenefitPlanLiabilitiesCurrentAndNoncurrent,us-gaap:Liabilities,auto
us-gaap:PostemploymentBenefitsLiabilityCurrentAndNoncurrent,us-gaap:Liabilities,auto
us-gaap:PreferredStockShareSubscriptions,us-gaap:StockholdersEquity,auto
us-gaap:SegmentReportingReconcilingItemsAssets,us-gaap:Assets,auto
us-gaap:DisposalGroupIncludingDiscontinuedOperationAccruedLiabilitiesCurrent,us-gaap:Liabilities,auto
us-gaap:DisposalGroupIncludingDiscontinuedOperationIntangibleAssetsNoncurrent,us-gaap:Assets,auto
us-gaap:DisposalGroupIncludingDiscontinuedOperationOtherAssets,us-gaap:Assets,auto
us-gaap:DisposalGroupIncludingDiscontinuedOperationPrepaidAndOtherAssets,us-gaap:Assets,auto
us-gaap:AssetAcquisitionConsiderationTransferred,us-gaap:Assets,auto
us-gaap:AssetsHeldForSaleNotPartOfDisposalGroup,us-gaap:Assets,auto
us-gaap:ContractWithCustomerRefundLiability,us-gaap:Liabilities,auto
us-gaap:DefinedBenefitPlanAmortizationOfTransitionObligationsAssets,us-gaap:Assets,auto
us-gaap:DerivativeInstrumentsAndHedgesLiabilities,us-gaap:Liabilities,auto
us-gaap:DerivativesUsedInNetInvestmentHedgeTaxExpenseBenefit,us-gaap:IncomeTaxExpenseBenefit,auto
us-gaap:IncreaseDecreaseInIntangibleAssetsCurrent,us-gaap:Assets,auto
us-gaap:IntangibleAssetsNetIncludingGoodwill,us-gaap:Assets,auto
us-gaap:LongLivedAssetsHeldForSaleImpairmentCharge,us-gaap:Assets,auto
us-gaap:PensionAndOtherPostretirementAndPostemploymentBenefitPlansLiabilitiesNoncurrent,us-gaap:Liabilities,auto
us-gaap:PensionAndOtherPostretirementDefinedBenefitPlansLiabilitiesCurrentAndNoncurrent,us-gaap:Liabilities,auto
us-gaap:DeferredTaxAssetsOperatingLossCarryforwardsDomestic,us-gaap:Assets,auto
us-gaap:DisposalGroupIncludingDiscontinuedOperationOtherLiabilities,us-gaap:Liabilities,auto
us-gaap:TaxCutsAndJobsActOf2017DecreaseInDeferredTaxLiabilityDueToTransitionTax,us-gaap:Liabilities,auto
us-gaap:TaxCutsAndJobsActOf2017TransitionTaxForAccumulatedForeignEarningsLiabilityCurrent,us-gaap:Liabilities,auto
us-gaap:DeferredTaxLiabilitiesZeroCouponNotes,us-gaap:Liabilities,auto
us-gaap:LimitedLiabilityCompanyLLCOrLimitedPartnershipLPMembersOrLimitedPartnersOwnershipInterest,us-gaap:Liabilities,auto
us-gaap:DeferredTaxAssetsTaxDeferredExpenseOther,us-gaap:Assets,auto
us-gaap:IncomeTaxExaminationIncreaseDecreaseInLiabilityFromPriorYear,us-gaap:Liabilities,auto
us-gaap:IncreaseDecreaseInAccountsPayableAndOtherOperatingLiabilities,us-gaap:Liabilities,auto
us-gaap:ForeignCurrencyDerivativeAssetsAtFairValue,us-gaap:Assets,auto
us-gaap:ForeignCurrencyDerivativeLiabilitiesAtFairValue,us-gaap:Liabilities,auto
us-gaap:DeferredTaxAssetsGrossCurrent,us-gaap:Assets,auto
us-gaap:DeferredTaxAssetsGrossNoncurrent,us-gaap:Assets,auto
us-gaap:DeferredTaxAssetsValuationAllowanceNoncurrent,us-gaap:Assets,auto
us-gaap:DeferredTaxLiabilitiesGoodwillAndIntangibleAssetsGoodwill,us-gaap:Assets,auto
us-gaap:InterestRateCashFlowHedgeLiabilityAtFairValue,us-gaap:Liabilities,auto
us-gaap:ProceedsFromSaleOfOtherAssetsInvestingActivities,us-gaap:Assets,auto
us-gaap:BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentLiabilitiesLongTermDebt,us-gaap:Assets,auto
us-gaap:DeferredCompensationArrangementWithIndividualRecordedLiability,us-gaap:Liabilities,auto
us-gaap:DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsPolicyholderLiabilities,us-gaap:Assets,auto
us-gaap:DeferredTaxLiabilitiesOtherFiniteLivedAssets,us-gaap:Assets,auto
us-gaap:FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetTransfersOutOfLevel3,us-gaap:Assets,auto
us-gaap:FiniteLivedIntangibleAssetsAmortizationExpenseNextRollingTwelveMonths,us-gaap:Assets,auto
us-gaap:FiniteLivedIntangibleAssetsAmortizationExpenseRollingYearFive,us-gaap:Assets,auto
us-gaap:FiniteLivedIntangibleAssetsAmortizationExpenseRollingYearFour,us-gaap:Assets,auto
us-gaap:FiniteLivedIntangibleAssetsAmortizationExpenseRollingYearThree,us-gaap:Assets,auto
us-gaap:FiniteLivedIntangibleAssetsAmortizationExpenseRollingYearTwo,us-gaap:Assets,auto
us-gaap:IncreaseDecreaseInHealthCareInsuranceLiabilities,us-gaap:Liabilities,auto
us-gaap:InterestRateDerivativeAssetsAtFairValue,us-gaap:Assets,auto
us-gaap:InterestRateDerivativeLiabilitiesAtFairValue,us-gaap:Liabilities,auto
us-gaap:LiabilityForClaimsAndClaimsAdjustmentExpense,us-gaap:Liabilities,auto
us-gaap:LiabilityForFuturePolicyBenefits,us-gaap:Liabilities,auto
us-gaap:LiabilityForUnpaidClaimsAndClaimsAdjustmentExpenseBusinessAcquisitions,us-gaap:Liabilities,auto
us-gaap:LiabilityForUnpaidClaimsAndClaimsAdjustmentExpenseClaimsPaid,us-gaap:Liabilities,auto
us-gaap:LiabilityForUnpaidClaimsAndClaimsAdjustmentExpenseClaimsPaidCurrentYear,us-gaap:Liabilities,auto
us-gaap:LiabilityForUnpaidClaimsAndClaimsAdjustmentExpenseClaimsPaidCurrentYear1,us-gaap:Liabilities,auto
us-gaap:LiabilityForUnpaidClaimsAndClaimsAdjustmentExpenseClaimsPaidPriorYears,us-gaap:Liabilities,auto
us-gaap:LiabilityForUnpaidClaimsAndClaimsAdjustmentExpenseClaimsPaidPriorYears1,us-gaap:Liabilities,auto
us-gaap:LiabilityForUnpaidClaimsAndClaimsAdjustmentExpenseIncurredButNotReportedIBNRClaimsAmount,us-gaap:Liabilities,auto
us-gaap:LiabilityForUnpaidClaimsAndClaimsAdjustmentExpenseIncurredClaims,us-gaap:Liabilities,auto
us-gaap:LiabilityForUnpaidClaimsAndClaimsAdjustmentExpenseIncurredClaims1,us-gaap:Liabilities,auto
us-gaap:LiabilityForUnpaidClaimsAndClaimsAdjustmentExpenseIncurredClaimsCurrentYear,us-gaap:Liabilities,auto
us-gaap:LiabilityForUnpaidClaimsAndClaimsAdjustmentExpenseIncurredClaimsPriorYears,us-gaap:Liabilities,auto
us-gaap:AssetRetirementObligationCurrent,us-gaap:Assets,auto
us-gaap:AssetRetirementObligationLegallyRestrictedAssetsFairValue,us-gaap:Assets,auto
us-gaap:CommonStockholdersEquity,us-gaap:StockholdersEquity,auto
us-gaap:DecommissioningLiabilityNoncurrent,us-gaap:Liabilities,auto
us-gaap:DecommissioningTrustAssetsAmount,us-gaap:Assets,auto
us-gaap:DeferredTaxAssetsRegulatoryAssetsAndLiabilities,us-gaap:Assets,auto
us-gaap:DeferredTaxLiabilitiesRegulatoryAssetsAndLiabilities,us-gaap:Assets,auto
us-gaap:EquityMethodInvestmentSummarizedFinancialInformationLiabilities,us-gaap:Liabilities,auto
us-gaap:FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetIssues,us-gaap:Assets,auto
us-gaap:IncreaseDecreaseInOtherCurrentLiabilities,us-gaap:Liabilities,auto
us-gaap:RegulatedEntityOtherAssetsNoncurrent,us-gaap:Assets,auto
us-gaap:RegulatoryAssetsCurrent,us-gaap:Assets,auto
us-gaap:RegulatoryAssetsNoncurrent,us-gaap:Assets,auto
us-gaap:RegulatoryLiabilities,us-gaap:Liabilities,auto
us-gaap:RegulatoryLiabilityCurrent,us-gaap:Liabilities,auto
us-gaap:RegulatoryLiabilityNoncurrent,us-gaap:Liabilities,auto
us-gaap:DeferredFederalStateAndLocalTaxExpenseBenefit,us-gaap:IncomeTaxExpenseBenefit,auto
us-gaap:DeferredTaxLiabilityNotRecognizedAmountOfUnrecognizedDeferredTaxLiability,us-gaap:Liabilities,auto
us-gaap:FairValueAssetsMeasuredOnRecurringBasisChangeInUnrealizedGainLossIncludedInOtherIncome,us-gaap:Assets,auto
us-gaap:CostOfGoodsSoldAmortization,us-gaap:CostOfRevenue,auto
us-gaap:CostOfGoodsSoldSubscription,us-gaap:CostOfRevenue,auto
us-gaap:DeferredTaxAssetIntraEntityTransferAssetOtherThanInventory,us-gaap:Assets,auto
us-gaap:DepositAssets,us-gaap:Assets,auto
us-gaap:IncomeTaxExaminationLiabilityRecorded,us-gaap:Liabilities,auto
us-gaap:IncreaseDecreaseInAssetsHeldForSale,us-gaap:Assets,auto
us-gaap:BusinessAcquisitionPurchasePriceAllocationIntangibleAssetsOtherThanGoodwill,us-gaap:Assets,auto
us-gaap:BusinessCombinationContingentConsiderationArrangementsChangeInTheRangeOfOutcomesContingentConsiderationLiabilityValueHigh,us-gaap:Liabilities,auto
us-gaap:BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedContingentLiability,us-gaap:Assets,auto
us-gaap:CommodityContractAssetNoncurrent,us-gaap:Assets,auto
us-gaap:FairValueDisclosureOffbalanceSheetRisksFaceAmountLiability,us-gaap:Liabilities,auto
us-gaap:LiabilitiesFairValueDisclosureRecurring,us-gaap:Liabilities,auto
us-gaap:SalesTypeLeaseUnguaranteedResidualAsset,us-gaap:Assets,auto
us-gaap:VariableInterestEntityNonconsolidatedComparisonOfCarryingAmountOfAssetsAndLiabilitiesToMaximumLossExposureExplanationQuantitativeInformationAdvantageous,us-gaap:Assets,auto
us-gaap:CapitalLeasedAssetsNumberOfUnits,us-gaap:Assets,auto
us-gaap:CustomerRefundLiabilityCurrent,us-gaap:Liabilities,auto
us-gaap:DeferredTaxExpenseFromStockOptionsExercised,us-gaap:IncomeTaxExpenseBenefit,auto
us-gaap:AmortizationOfLeasedAsset,us-gaap:Assets,auto
us-gaap:BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedDeferredTaxAssetsNoncurrent,us-gaap:Assets,auto
us-gaap:EquityMethodInvestmentSummarizedFinancialInformationNoncurrentLiabilities,us-gaap:Liabilities,auto
us-gaap:IncreaseDecreaseInAccountsReceivableAndOtherOperatingAssets,us-gaap:Assets,auto
us-gaap:BusinessAcquisitionPurchasePriceAllocationNoncurrentAssets,us-gaap:Assets,auto
us-gaap:DepositsAssets,us-gaap:Assets,auto
us-gaap:LiabilitiesAssumed,us-gaap:Liabilities,auto
us-gaap:SettlementLiabilitiesCurrent,us-gaap:Liabilities,auto
us-gaap:AccruedParticipationLiabilitiesDueInNextOperatingCycle,us-gaap:Liabilities,auto
us-gaap:GainLossOnDispositionOfOtherAssets,us-gaap:Assets,auto
us-gaap:IncreaseDecreaseInOtherNoncurrentAssetsAndLiabilitiesNet,us-gaap:Assets,auto
us-gaap:OtherComprehensiveIncomeLossFinancialLiabilityFairValueOptionAfterReclassificationAdjustmentTaxAttributableToParent,us-gaap:Liabilities,auto
us-gaap:AssetsHeldByInsuranceRegulators,us-gaap:Assets,auto
us-gaap:DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsUnearnedPremiumsReserve,us-gaap:Assets,auto
us-gaap:IncreaseDecreaseInLiabilityForClaimsAndClaimsAdjustmentExpenseReserve,us-gaap:Liabilities,auto
us-gaap:IncurredClaimsPropertyCasualtyAndLiability,us-gaap:Liabilities,auto
us-gaap:LiabilityForAsbestosAndEnvironmentalClaimsNet,us-gaap:Liabilities,auto
us-gaap:LiabilityForClaimsAndClaimsAdjustmentExpensePropertyCasualtyLiability,us-gaap:Liabilities,auto
us-gaap:LiabilityForUnpaidClaimsAndClaimsAdjustmentExpenseForeignCurrencyTranslationGainLoss,us-gaap:Liabilities,auto
us-gaap:LiabilityForUnpaidClaimsAndClaimsAdjustmentExpenseNet,us-gaap:Liabilities,auto
us-gaap:LiabilityForUnpaidClaimsAndClaimsAdjustmentExpenseOpeningBalanceAdjustments,us-gaap:Liabilities,auto
us-gaap:RegulatoryAssets,us-gaap:Assets,auto
us-gaap:ShortdurationInsuranceContractsLiabilityForUnpaidClaimsAndAllocatedClaimAdjustmentExpenseNet,us-gaap:Liabilities,auto
us-gaap:ShortdurationInsuranceContractsLiabilityForUnpaidClaimsAndClaimAdjustmentExpenseOtherReconcilingItem,us-gaap:Liabilities,auto
us-gaap:ShortdurationInsuranceContractsLiabilityForUnpaidClaimsAndClaimsAdjustmentExpenseAccumulatedUnallocatedClaimAdjustmentExpense,us-gaap:Liabilities,auto
us-gaap:DepreciationExcludingLessorAssetUnderOperatingLease,us-gaap:Assets,auto
us-gaap:OciLiabilityForFuturePolicyBenefitGainLossBeforeReclassificationAdjustmentAndTax,us-gaap:Liabilities,auto
us-gaap:OciLiabilityForFuturePolicyBenefitGainLossBeforeReclassificationAdjustmentTax,us-gaap:Liabilities,auto
us-gaap:AccountsPayableAndOtherAccruedLiabilitiesCurrent,us-gaap:Liabilities,auto
us-gaap:AcquiredFiniteLivedIntangibleAssetResidualValue,us-gaap:Assets,auto
us-gaap:BusinessAcquisitionPurchasePriceAllocationNetTangibleAssets,us-gaap:Assets,auto
us-gaap:CostOfServicesLicensesAndMaintenanceAgreements,us-gaap:CostOfRevenue,auto
us-gaap:DeferredTaxAssetsValuationAllowanceCurrent,us-gaap:Assets,auto
us-gaap:DerivativeAssetNotionalAmount,us-gaap:Assets,auto
us-gaap:GuarantyAssets,us-gaap:Assets,auto
us-gaap:LiabilityForFuturePolicyBenefitsLiabilitiesAssumed,us-gaap:Liabilities,auto
us-gaap:DepositLiabilityCurrent,us-gaap:Liabilities,auto
us-gaap:AccretionExpenseIncludingAssetRetirementObligations,us-gaap:Assets,auto
us-gaap:AssetsDisposedOfByMethodOtherThanSaleInPeriodOfDispositionGainLossOnDisposition,us-gaap:Assets,auto
us-gaap:DeferredTaxAssetsOtherLossCarryforwards,us-gaap:Assets,auto
us-gaap:DefinedBenefitPlanAccumulatedOtherComprehensiveIncomeMinimumPensionLiabilityBeforeTax,us-gaap:Liabilities,auto
us-gaap:ImpairedAssetsToBeDisposedOfByMethodOtherThanSaleCarryingValueOfAsset,us-gaap:Assets,auto
us-gaap:IncreaseDecreaseInAssetRetirementObligations,us-gaap:Assets,auto
us-gaap:LongLivedAssetsHeldForSaleGainLossOnSale,us-gaap:Assets,auto
us-gaap:LongLivedAssetsHeldForSaleProceedsFromSale,us-gaap:Assets,auto
us-gaap:NoncashOrPartNoncashAcquisitionOtherLiabilitiesAssumed1,us-gaap:Liabilities,auto
us-gaap:AssetBackedSecuritiesAtCarryingValue,us-gaap:Assets,auto
us-gaap:CostOfServicesEnergyServices,us-gaap:CostOfRevenue,auto
us-gaap:DepositLiabilitiesAccruedInterest,us-gaap:Liabilities,auto
us-gaap:PaymentsToAcquireAssetsInvestingActivities,us-gaap:Assets,auto
us-gaap:PledgedAssetsSeparatelyReportedOnStatementOfFinancialPositionAtFairValue,us-gaap:Assets,auto
us-gaap:CryptoAssetCost,us-gaap:Assets,auto
us-gaap:CryptoAssetFairValue,us-gaap:Assets,auto
us-gaap:CryptoAssetUnrealizedGainLossOperatingAndNonoperating,us-gaap:Assets,auto
us-gaap:CryptoAssetFairValueNoncurrent,us-gaap:Assets,auto
us-gaap:CostOfServicesMaintenanceCosts,us-gaap:CostOfRevenue,auto
us-gaap:RetainedEarningsCumulativeEffectOfChangeInAccountingPrincipleNetOfTax,us-gaap:StockholdersEquity,auto
us-gaap:BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedNoncurrentAssets,us-gaap:Assets,auto
us-gaap:DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsLegalSettlements,us-gaap:Assets,auto
us-gaap:DefinedBenefitPlanOtherPlanAssets,us-gaap:Assets,auto
us-gaap:DefinedBenefitPlanTargetAllocationPercentageOfAssetsDebtSecuritiesRangeMaximum,us-gaap:Assets,auto
us-gaap:DefinedBenefitPlanTargetAllocationPercentageOfAssetsDebtSecuritiesRangeMinimum,us-gaap:Assets,auto
us-gaap:DefinedBenefitPlanTargetAllocationPercentageOfAssetsEquitySecuritiesRangeMaximum,us-gaap:Assets,auto
us-gaap:DefinedBenefitPlanTargetAllocationPercentageOfAssetsEquitySecuritiesRangeMinimum,us-gaap:Assets,auto
us-gaap:FairValueHedgeAssetsAtFairValue,us-gaap:Assets,auto
us-gaap:FairValueLiabilitiesMeasuredOnRecurringBasisInvestmentContracts,us-gaap:Liabilities,auto
us-gaap:LiabilitiesRelatedToInvestmentContractsFairValueDisclosure,us-gaap:Liabilities,auto
us-gaap:TreasuryStockRetiredParValueMethodAmount,us-gaap:StockholdersEquity,auto
us-gaap:PreferredStockConvertibleConversionRatio,us-gaap:StockholdersEquity,auto
us-gaap:AssetsFairValueAdjustment,us-gaap:Assets,auto
us-gaap:BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedDeferredTaxLiabilitiesCurrent,us-gaap:Assets,auto
us-gaap:FairValueMeasurementWithUnobservableInputsReconciliationLiabilityTransfersIntoLevel3,us-gaap:Liabilities,auto
us-gaap:FairValueMeasurementWithUnobservableInputsReconciliationLiabilityTransfersOutOfLevel3,us-gaap:Liabilities,auto
us-gaap:FinanceLeaseLiabilityPaymentsDueInNextRollingTwelveMonths,us-gaap:Liabilities,auto
us-gaap:LiabilitiesOtherThanLongtermDebtNoncurrent,us-gaap:Liabilities,auto
us-gaap:PrepaidExpenseAndOtherAssets,us-gaap:Assets,auto
us-gaap:PaymentForContingentConsiderationLiabilityOperatingActivities,us-gaap:Liabilities,auto
us-gaap:CurrentFederalStateAndLocalTaxExpenseBenefit,us-gaap:IncomeTaxExpenseBenefit,auto
us-gaap:DerivativeAssetSecuritiesPurchasedUnderAgreementsToResellSecuritiesBorrowedCollateralObligationToReturnCash,us-gaap:Assets,auto
us-gaap:DerivativeLiabilitySecuritiesSoldUnderAgreementsToResellSecuritiesLoaned,us-gaap:Liabilities,auto
us-gaap:DerivativeLiabilitySecuritiesSoldUnderAgreementsToResellSecuritiesLoanedCollateralRightToReclaimCash,us-gaap:Liabilities,auto
us-gaap:DerivativeLiabilitySecuritiesSoldUnderAgreementsToResellSecuritiesLoanedNotOffsetPolicyElectionDeduction,us-gaap:Liabilities,auto
